order_id,create_ts,sku_list,waiting_time
O00725,19630.068675995743,"[23, 2, 20, 48, 22, 213, 4, 141, 596]",10800
O00726,19638.29598712016,"[12, 4, 901, 194, 220, 76, 1, 29, 11, 826, 733]",10800
O00727,19644.204906643216,"[323, 439, 1, 2, 25, 851, 128, 19, 237]",21600
O00728,19671.657260302934,"[3, 32, 319, 38, 1, 1]",21600
O00729,19687.333713109398,"[18, 24, 1, 24, 3, 3, 661]",10800
O00730,19742.910050521787,"[1, 840, 5, 7, 1]",10800
O00731,19844.409969280412,"[2, 17, 47, 10, 5, 2, 214]",10800
O00732,19961.76297598052,"[429, 531, 29, 821, 656, 23, 32]",21600
O00733,19971.277289832447,"[450, 992, 14, 1, 3, 1, 42]",10800
O00734,19994.023056583857,"[8, 1, 242, 661, 36, 6, 947, 332]",43200
O00735,20021.318427539016,"[183, 1, 1, 267, 2, 160, 613, 2, 984, 558, 1]",21600
O00736,20053.73007477355,"[21, 1, 704, 191, 3]",43200
O00737,20101.047614910538,"[86, 15, 50, 142, 1, 64, 810]",10800
O00738,20107.01337524591,"[134, 143, 977, 1, 1, 920]",43200
O00739,20170.331391803724,"[2, 620, 9, 18, 725, 149, 15, 114]",21600
O00740,20219.07788342236,"[13, 3, 17, 11, 2, 3, 1, 296, 3]",10800
O00741,20223.10931053352,"[360, 34, 32, 6, 329, 62, 2, 954]",21600
O00742,20304.942791732985,"[26, 152, 441, 473, 560, 1, 30, 532, 5]",43200
O00743,20321.401712734452,"[10, 1, 13, 157, 9, 883, 3, 5, 1, 25, 911]",21600
O00744,20326.526254217923,"[1, 1, 2, 3, 256, 11, 1]",10800
O00745,20374.438606184067,"[1, 193, 8, 18, 23, 2, 440, 398, 4]",21600
O00746,20403.611091019327,"[680, 29, 105, 10, 2, 1, 2]",10800
O00747,20415.296860707513,"[2, 1, 483, 822, 1]",21600
O00748,20431.984436848925,"[362, 4, 262, 721, 3]",21600
O00749,20478.83078799907,"[109, 14, 5, 96, 1, 1, 8, 530, 907, 8]",21600
O00750,20524.79974659334,"[5, 1, 4, 6, 856, 2, 743, 1]",21600
O00751,20703.978803702954,"[66, 6, 1, 1, 100, 1, 2, 849, 1]",21600
O00752,20706.16546029849,"[81, 1, 280, 2]",21600
O00753,20719.129834005285,"[99, 175, 1, 25, 120]",21600
O00754,20749.842841986163,"[1, 3, 10, 1, 397, 623, 1, 4]",21600
O00755,20764.11572439971,"[801, 339, 245, 38, 153, 50, 623]",10800
O00756,20830.759058763215,"[3, 388, 1, 464, 28, 16, 983]",43200
O00757,20866.486914899688,"[4, 6, 994, 4, 938]",21600
O00758,20891.435177445954,"[990, 148, 393, 575]",21600
O00759,20899.05097760247,"[844, 382, 62, 1, 7, 1]",43200
O00760,20910.699599484302,"[510, 61, 70, 936, 202, 12, 462, 51, 2, 151]",43200
O00761,20945.129221340878,"[1, 7, 239, 887, 121]",10800
O00762,20990.15758178645,"[275, 2, 137, 6, 101, 139, 140]",21600
O00763,21027.761873382624,"[72, 186, 431, 15, 1, 1]",21600
O00764,21041.958651103654,"[16, 1, 2, 2, 953, 2, 29, 55]",10800
O00765,21141.650598432654,"[2, 1, 12, 17, 2, 3, 498, 2, 440]",21600
O00766,21147.17640290816,"[2, 490, 657, 770, 9, 73]",21600
O00767,21162.472677372163,"[9, 96, 5, 1, 137, 783, 1, 638]",10800
O00768,21266.847918139487,"[32, 5, 247, 5, 9, 736, 1, 52, 30]",10800
O00769,21292.755829553113,"[32, 2, 1, 441, 68, 704, 3, 6, 332, 13]",10800
O00770,21308.251805761094,"[770, 1, 27, 4, 41, 821, 16]",10800
O00771,21328.85527845494,"[25, 3, 89, 2, 1, 2]",10800
O00772,21338.36467628593,"[381, 2, 443, 3, 2, 15]",43200
O00773,21339.093978066136,"[834, 794, 571, 4, 619]",10800
O00774,21346.40466013264,"[84, 295, 514, 2, 1]",10800
O00775,21368.005936307338,"[326, 14, 6, 582, 5, 222, 502, 913]",10800
O00776,21427.357048632526,"[1, 12]",21600
O00777,21461.086642094724,"[1, 1, 27, 7, 11, 75, 1, 466, 889]",21600
O00778,21493.659305075893,"[403, 441, 1, 2, 1, 268, 9, 1, 911, 82]",10800
O00779,21504.284231524714,"[311, 37, 399, 1, 11, 6, 307, 262, 693]",21600
O00780,21648.42352267769,"[15, 332, 2, 521, 222, 42, 19, 1, 106]",10800
O00781,21682.126053739223,"[1, 14, 1, 888, 1, 34, 51, 24]",21600
O00782,21733.581122872867,"[1, 753, 344, 1, 1, 83, 2, 122]",10800
O00783,21741.72170623771,"[246, 223, 931, 1, 1, 4, 61, 577, 73, 7]",21600
O00784,21748.014026504254,"[1, 73, 7, 307, 2, 1, 77, 710]",43200
O00785,21748.68116669055,"[50, 53, 512, 27, 27]",10800
O00786,21751.91903505895,"[14, 201, 1, 3, 9, 27, 1]",10800
O00787,21782.772351414602,"[5, 1, 469, 5, 390, 44, 467, 891, 234]",10800
O00788,21802.6714687044,"[604, 599, 31, 57, 1]",21600
O00789,21826.944767438046,"[587, 3, 2, 3, 63, 148, 42]",43200
O00790,21858.56827729478,"[26, 44, 143, 264, 14, 31, 7, 1, 100]",21600
O00791,21862.096612317644,"[1, 342, 1, 3, 824, 1, 1, 4, 11]",10800
O00792,21868.95099089532,"[3, 65, 7, 17]",10800
O00793,21869.777256653448,"[1, 3, 1, 13, 75, 5, 25]",10800
O00794,21872.82031405328,"[191, 1, 5, 53, 6, 2, 302, 141, 2]",10800
O00795,21908.45917908151,"[6, 18, 1, 1, 2]",43200
O00796,22027.964767603786,"[39, 1, 99, 1, 1, 1, 83]",10800
O00797,22032.103300845356,"[251, 139, 313, 27, 184, 950, 221, 795]",43200
O00798,22044.586946310406,"[21, 6, 2, 20, 432, 1, 15, 47, 2]",43200
O00799,22104.061515892896,"[1, 38, 295, 5, 785, 1, 150]",43200
O00800,22139.931488468425,"[572, 1, 311, 117, 3]",10800
O00801,22162.535588801922,"[48, 58, 1, 2, 227, 5, 642, 1]",43200
O00802,22163.73937885265,"[5, 809, 1, 32, 1]",43200
O00803,22208.908736244382,"[241, 450, 378, 30, 319, 1, 102]",21600
O00804,22258.2680375477,"[7, 101, 4, 17, 9, 648, 468, 276, 103, 5]",21600
O00805,22262.496629954505,"[62, 539, 37, 1, 1, 2]",10800
O00806,22262.806408580782,"[1, 66, 23, 1, 141, 5, 13, 4]",21600
O00807,22274.523220273757,"[3, 19, 666, 5, 19, 4, 27, 61]",21600
O00808,22290.148148455555,"[3, 2, 241, 7, 13, 489]",21600
O00809,22335.493789690423,"[1, 1, 774, 948, 2, 752, 350, 19]",10800
O00810,22338.095794717,"[6, 1, 5, 821, 2, 1, 620, 21, 1]",21600
O00811,22345.465266828578,"[3, 2, 82, 5, 725]",10800
O00812,22376.538734521888,"[1, 15, 18, 5, 1, 133, 341, 1, 735, 580, 1, 3]",10800
O00813,22399.068710531228,"[6, 319, 11, 6, 776, 3, 326]",21600
O00814,22478.56322302669,"[663, 5, 189, 3]",21600
O00815,22508.360332802007,"[10, 122, 819, 264, 170]",10800
O00816,22549.036563343136,"[62, 394, 982, 1, 1, 140, 2, 5]",10800
O00817,22575.347010003003,"[414, 4, 8, 26, 1, 2]",10800
O00818,22588.540636184316,"[3, 97, 310, 434, 284, 26, 971, 1]",10800
O00819,22607.48295188919,"[2, 720, 2, 393, 25, 7]",43200
O00820,22677.677918800615,"[561, 173, 760, 3, 4, 65]",21600
O00821,22709.462637109606,"[3, 158, 173, 6, 28, 1]",21600
O00822,22722.99235189613,"[2, 42, 5, 3, 589, 7, 16, 109]",43200
O00823,22724.422329676105,"[552, 411, 91, 127, 58, 39, 2]",43200
O00824,22757.204317301657,"[1, 330, 7, 1, 71, 609]",10800
O00825,22757.726143250682,"[745, 1, 190, 7, 38, 190, 17]",10800
O00826,22789.412483241136,"[282, 2, 906, 4, 14, 1, 537]",21600
O00827,22790.265568365037,"[3, 405, 1, 7, 2, 5, 4, 22, 9, 1]",10800
O00828,22811.13210959146,"[2, 140, 1, 1, 1, 1, 131, 284, 1, 937, 7]",43200
O00829,22847.934784393427,"[181, 1, 2, 973, 1, 1, 5, 8, 263, 64]",21600
O00830,22922.226055012656,"[1, 9, 10, 1, 943]",21600
O00831,22924.36005904938,"[1, 3, 1, 31, 1, 936, 785, 26, 750]",21600
O00832,22939.124041285664,"[884, 276, 352, 1, 171, 351, 2, 11, 14]",43200
O00833,22950.901239624465,"[374, 913, 438, 991, 27, 79, 452, 1, 616, 188, 67, 349]",43200
O00834,22967.97514923439,"[115, 707, 705, 13, 138]",21600
O00835,22978.967143747206,"[118, 2, 1, 47, 15, 935, 2, 1, 18]",43200
O00836,23001.157350742138,"[1, 467, 745, 495, 1, 2, 556, 1, 143, 1, 4, 458, 90]",10800
O00837,23062.390111321765,"[3, 4, 91, 2, 154, 854, 3, 4]",21600
O00838,23119.24533935354,"[2, 1, 855, 384, 1]",21600
O00839,23128.450232258947,"[1, 1, 870, 861, 2, 339, 1]",21600
O00840,23152.28497204679,"[1, 985, 21, 717, 325, 1, 41, 637, 27]",43200
O00841,23162.143507194625,"[46, 105, 3, 569, 12, 1]",43200
O00842,23182.702587709744,"[986, 579, 919, 1, 815, 847, 307, 1, 240]",21600
O00843,23190.23862540249,"[14, 24, 9, 14, 1, 45, 201]",21600
O00844,23215.952193122266,"[7, 3, 72, 77, 451]",43200
O00845,23332.573299431177,"[776, 1, 950, 7, 1, 5, 2]",10800
O00846,23396.92481075337,"[1, 336, 5, 7, 18, 22]",10800
O00847,23398.950219296355,"[490, 30, 898, 37, 62, 161, 768, 2, 859, 1]",21600
O00848,23428.34838537989,"[1, 307, 10, 25, 1, 2, 88, 1, 9, 992, 53, 883]",43200
O00849,23434.967607610983,"[106, 4, 163, 664, 5, 3, 30, 113, 315]",10800
O00850,23439.51307140314,"[110, 45, 400, 370, 1, 962]",21600
O00851,23481.358649830727,"[1, 211, 1, 161, 7]",21600
O00852,23520.08116070729,"[7, 277, 1, 1, 174, 5, 15, 918, 7, 2, 50]",21600
O00853,23610.509114206,"[734, 1, 15, 1, 1, 22, 1]",21600
O00854,23623.833017743746,"[849, 6, 535, 2, 608, 2, 239, 97, 127]",21600
O00855,23636.87674369042,"[55, 1, 38, 659, 1]",43200
O00856,23638.671104638903,"[389, 917, 23, 35, 194, 2, 6, 972, 732]",43200
O00857,23642.95302992336,"[2, 2, 6, 188, 854, 1, 99]",10800
O00858,23679.938613954022,"[333, 292, 1, 30, 914, 1, 212, 104, 5, 33, 3]",10800
O00859,23698.89609660315,"[313, 1, 4, 1, 964, 3]",10800
O00860,23743.682945928384,"[3, 1, 7, 7, 272, 4, 85, 123, 124]",10800
O00861,23753.206237865816,"[32, 941, 1, 295]",21600
O00862,23753.427378209453,"[591, 590, 1, 14, 1, 10, 418]",21600
O00863,23775.759562044357,"[1, 940, 196, 541, 52, 185, 1, 1, 288]",21600
O00864,23780.43750788917,"[703, 5, 1, 123, 17, 1, 14, 833, 108]",21600
O00865,23914.886038416138,"[32, 3, 1, 190, 170, 4, 3]",43200
O00866,23942.02086177735,"[117, 5, 660, 5, 136, 418, 117, 1]",21600
O00867,23948.27247408548,"[17, 2, 853, 48, 2, 119, 5]",10800
O00868,23985.684130581754,"[19, 67, 637, 2, 1]",43200
O00869,23987.571035841796,"[2, 1, 33, 633, 8, 333, 695, 1, 206]",21600
O00870,23990.78384721571,"[2, 1, 19, 5, 84, 133, 3]",21600
O00871,23995.31919682876,"[539, 4, 36, 1, 16, 40]",43200
O00872,24000.931866147188,"[171, 1, 9, 1, 3, 2, 4, 11]",10800
O00873,24007.478027553665,"[15, 46, 222, 868, 393, 254, 608, 1]",10800
O00874,24018.06781323673,"[610, 344, 22, 21, 745, 150, 1]",21600
O00875,24089.18874501898,"[47, 1, 3, 1, 718, 13, 5]",43200
O00876,24097.150199738975,"[1, 4, 6, 3, 13, 39, 31, 353, 82, 10]",21600
O00877,24348.47785947713,"[3, 763, 58, 1, 2, 33, 1]",21600
O00878,24356.77956428245,"[978, 691, 641, 1, 63, 730, 937]",21600
O00879,24363.078610587534,"[4, 994, 1, 13, 539, 1, 88]",43200
O00880,24399.30114357531,"[751, 378, 7, 938, 178, 35, 881]",43200
O00881,24449.36392484236,"[35, 284, 71, 499, 508, 14, 1, 112]",10800
O00882,24452.928851361157,"[1, 2, 612, 7, 57, 982, 13, 831]",21600
O00883,24475.817712641692,"[640, 4, 10, 192, 2, 11, 1, 375, 64]",21600
O00884,24529.939881722745,"[1, 13, 553, 550, 895, 6, 1, 663, 1]",21600
O00885,24567.023476170616,"[29, 4, 1, 1, 2, 980]",10800
O00886,24567.430965567986,"[105, 375, 1, 1]",21600
O00887,24763.12427549542,"[80, 11, 639, 97, 967]",43200
O00888,24772.13426920035,"[4, 92, 585, 2, 2, 99, 706, 4]",21600
O00889,24803.17389167546,"[10, 8, 722, 297, 60, 366, 609, 169, 21]",21600
O00890,24848.71191617545,"[1, 633, 1, 2, 819, 12, 1, 596, 2]",10800
O00891,24853.95038732474,"[256, 1, 821, 66, 424, 242, 139, 302, 1, 28]",43200
O00892,24900.36234898347,"[14, 1, 25, 215, 9, 943, 24, 1, 48, 20]",10800
O00893,24940.609704342696,"[180, 789, 1, 641, 43, 1, 968, 5, 1]",43200
O00894,24956.765198468096,"[644, 81]",10800
O00895,25002.601149651302,"[791, 445, 2, 1, 92, 2]",21600
O00896,25042.6625847047,"[3, 9, 3, 555, 1, 1, 966, 2]",43200
O00897,25068.25925156259,"[4, 82, 2, 44, 2, 2, 78, 584]",10800
O00898,25083.101265430123,"[21, 37, 3, 307, 147, 818]",10800
O00899,25089.633000028814,"[1, 1, 142, 417, 834, 763, 4, 615, 9]",43200
O00900,25101.042856668235,"[182, 14, 16, 1, 944]",21600
O00901,25103.250361470582,"[3, 50, 16, 2, 963, 3, 1, 51, 844]",21600
O00902,25165.14852734053,"[1, 2, 2, 1, 572, 1, 238]",21600
O00903,25206.595168705524,"[1, 3, 2, 33, 9, 356, 6, 328]",21600
O00904,25229.54980255929,"[877, 8, 80, 2, 29, 1, 3, 2]",21600
O00905,25231.379328753686,"[172, 2, 30, 4, 46, 8, 12]",21600
O00906,25233.89517134203,"[2, 1, 1, 97, 14, 2, 547, 2]",43200
O00907,25238.603814409405,"[1, 83, 2, 3, 66, 141, 16]",21600
O00908,25258.831120028804,"[7, 2, 1, 26, 1, 1, 43, 1, 252]",43200
O00909,25291.91094921538,"[7, 38, 27, 6, 262, 18, 149, 3, 1]",21600
O00910,25305.126171846994,"[1, 167, 9, 178, 919, 291, 14, 12, 5, 741]",21600
O00911,25346.32298684748,"[816, 20, 48, 7, 11, 950, 2, 14]",21600
O00912,25387.61402373946,"[594, 510, 603, 576, 15, 7, 432]",21600
O00913,25407.187378819548,"[248, 326, 534, 2, 37, 1, 267, 382]",21600
O00914,25418.98441336491,"[660, 22, 1, 76, 15, 2, 68]",21600
O00915,25441.301753972733,"[535, 319, 516, 7, 1, 1, 2, 1, 5, 621, 325, 619]",10800
O00916,25444.765201281545,"[480, 2, 780, 729, 904, 5, 3, 291, 1]",10800
O00917,25495.449671882598,"[128, 1, 2, 1, 1, 2, 2]",21600
O00918,25513.11172445463,"[4, 5, 1, 5, 2, 1, 189, 814]",21600
O00919,25547.774080542265,"[230, 41, 19, 2, 387, 1, 132, 1, 770, 31]",10800
O00920,25569.28292104883,"[5, 1, 41]",21600
O00921,25584.935454006547,"[36, 1, 1, 3, 5, 3]",43200
O00922,25595.917672419942,"[1, 449, 1, 22, 5, 787, 488]",21600
O00923,25664.352265288275,"[299, 284, 55, 50, 8, 3, 1]",10800
O00924,25703.545483090882,"[2, 204, 261, 289]",21600
O00925,25886.4568536076,"[345, 15, 1, 24, 5, 16, 12, 974, 44]",10800
O00926,25913.810009736928,"[55, 827, 72, 17, 239, 4, 3]",43200
O00927,25914.75880062713,"[1, 105, 2]",21600
O00928,26065.780093803198,"[16, 7, 1, 1, 18, 1, 3]",10800
O00929,26094.835658758126,"[1, 1, 1, 168, 2, 733, 2]",10800
O00930,26101.044575881126,"[13, 440, 164, 14, 908, 127, 1, 370]",21600
O00931,26190.62747640634,"[119, 45, 1, 28, 141, 4, 172, 379]",21600
O00932,26269.18615788189,"[1, 104, 548, 369, 103, 5, 263]",21600
O00933,26278.169149460515,"[1, 136, 16, 118, 16, 510, 28, 2]",21600
O00934,26337.687607436637,"[1, 1, 1, 772, 9, 1, 1, 11, 1]",21600
O00935,26381.148568839264,"[906, 14, 4, 35, 164, 24, 1, 73]",10800
O00936,26381.42617059442,"[4, 14, 17, 5, 50, 7, 678, 328, 3, 640, 278]",43200
O00937,26492.66976870325,"[1, 521, 857, 1, 12, 7, 2, 5]",21600
O00938,26511.071400228724,"[278, 26, 2, 229, 874, 40, 6, 2, 62, 1, 1]",21600
O00939,26538.170048930748,"[194, 4, 2, 281]",10800
O00940,26581.970102390223,"[1, 2, 889, 4, 1, 42, 977]",21600
O00941,26609.079964083696,"[10, 7, 3, 42, 910, 9, 5, 4, 35, 289]",10800
O00942,26625.232603308883,"[2, 772, 8, 10]",21600
O00943,26697.032343738472,"[1, 3, 3, 3, 3, 5]",43200
O00944,26712.225032884664,"[568, 2, 681, 6, 57, 23]",21600
O00945,26745.29413946135,"[1, 527, 655, 1, 967, 8, 18]",21600
O00946,26753.630759123436,"[1, 164, 480, 10, 566, 832, 1, 657]",21600
O00947,26786.539626410966,"[9, 1, 3, 365, 75, 33, 19, 6, 1, 2]",10800
O00948,26791.659593252447,"[19, 79, 5, 45, 727, 71]",10800
O00949,26805.859633759086,"[272, 273, 38, 1, 12, 1, 361]",21600
O00950,26817.63132242397,"[8, 330, 1, 3, 302, 13, 57, 660, 40]",21600
O00951,26820.087596092053,"[9, 33, 1, 1, 182, 211, 3, 1, 919, 1, 12]",21600
O00952,26844.26654159438,"[924, 530, 1, 469, 4]",10800
O00953,26882.60406835241,"[586, 3, 2, 2, 183]",21600
O00954,26888.902822114873,"[457, 19, 3, 169, 1, 50, 238, 1, 3]",10800
O00955,26925.1863148308,"[3, 577, 13]",21600
O00956,26979.602608216555,"[1, 11, 3, 30, 1]",21600
O00957,26990.937545721423,"[8, 30]",21600
O00958,27010.871282882315,"[8, 1, 267, 756, 1, 584, 113]",10800
O00959,27022.70003356694,"[2, 1, 1, 7, 396, 211, 9, 207]",10800
O00960,27034.891400550463,"[501, 6, 4, 39]",21600
O00961,27036.843238656176,"[2, 731, 19, 533, 212, 1, 4, 4]",21600
O00962,27043.622392429203,"[5, 9, 1, 7, 293, 1, 120]",21600
O00963,27102.11508247393,"[399, 2, 13, 5, 7, 6, 646, 2, 947]",21600
O00964,27198.389759182133,"[13, 42, 277, 1, 2, 1, 4, 569]",10800
O00965,27249.599380516014,"[204, 659, 80, 889, 1]",10800
O00966,27318.46317309451,"[751, 16, 3, 38, 1, 41, 626, 56, 2]",10800
O00967,27321.707760560388,"[3, 9, 627, 1, 11, 4, 2, 47, 245]",10800
O00968,27361.34677955803,"[3, 199, 6, 1, 33, 1, 12, 12, 262, 5]",43200
O00969,27363.206771977213,"[454, 1, 1, 350, 2, 332, 149, 35, 463]",43200
O00970,27367.453917376555,"[1, 20, 47, 376, 6]",21600
O00971,27373.7688462114,"[6, 505, 297, 15, 117, 4]",21600
O00972,27385.285304027497,"[11, 1, 9, 644, 568, 546, 770, 1, 3]",10800
O00973,27386.166164773662,"[278, 678, 1, 18, 754, 11]",21600
O00974,27387.16241133759,"[1, 39, 7, 382, 2, 6, 132]",21600
O00975,27398.085074303628,"[1, 3, 105, 4, 2, 1, 1, 153]",21600
O00976,27430.42182002863,"[3, 76, 555, 1, 3, 9, 1, 852]",21600
O00977,27501.96289148636,"[21, 1, 9, 17, 92, 3, 73, 930, 131]",21600
O00978,27552.937151558588,"[1, 344, 2, 103, 2]",21600
O00979,27588.463303946803,"[258, 1, 10, 765, 1, 1, 1, 24, 5, 1, 7, 1, 3]",10800
O00980,27594.76848598665,"[1, 807, 44, 80, 61, 93, 14, 368, 3, 5]",21600
O00981,27638.914457704494,"[1, 7, 583, 4, 1, 950]",21600
O00982,27674.389057381326,"[2, 1, 37, 194]",21600
O00983,27694.57879288703,"[24, 316, 1, 107, 3, 363, 2, 841]",21600
O00984,27740.791175771512,"[217, 266, 941, 56, 442, 199, 6, 72, 1, 3, 426]",21600
O00985,27780.167757014096,"[5, 5, 6, 354, 95, 4, 7, 994, 799]",10800
O00986,27794.44283557947,"[25, 7, 6, 726, 693, 58, 55]",21600
O00987,27800.07767125294,"[12, 2, 8, 1, 2, 2, 451]",10800
O00988,27928.34561041275,"[2, 745, 61, 8, 52, 2]",21600
O00989,27928.59470351421,"[91, 8, 34, 1, 2, 1]",21600
O00990,27933.850249602572,"[750, 87, 7, 186, 147, 10, 2, 3]",21600
O00991,27969.559679585607,"[96, 303, 1, 5, 17, 1, 6, 1, 23]",21600
O00992,28038.66319483665,"[1, 479, 625]",10800
O00993,28069.481358067173,"[791, 9, 2, 530, 112, 529]",21600
O00994,28081.04052661498,"[23, 103, 5, 1]",10800
O00995,28108.64403898352,"[849, 871, 5, 4, 1, 33, 9]",21600
O00996,28135.232592926204,"[959, 899, 12, 363, 960]",21600
O00997,28154.761714906792,"[1, 61, 3, 1, 1, 51, 14, 125]",10800
O00998,28167.280811875193,"[27, 155, 910, 103, 671, 793, 4, 29, 409]",21600
O00999,28198.514947661664,"[8, 996, 6, 650, 2, 6, 749]",43200
O01000,28224.66970874926,"[856, 4, 955, 35, 9, 8, 15, 33, 119, 35]",10800
O01001,28267.389746177523,"[787, 9, 317, 234, 913, 6, 21, 915, 1]",21600
O01002,28323.4908013282,"[1, 4, 59, 1, 97, 3]",10800
O01003,28342.218241425086,"[339, 27, 52, 8, 2, 301, 374, 6]",21600
O01004,28404.138317920417,"[291, 3, 259, 8, 401, 1, 1, 2, 836, 3]",10800
O01005,28415.12294806415,"[856, 155, 397, 1, 414, 6, 3]",21600
O01006,28422.670868456084,"[6, 766, 4, 1, 94, 3, 11, 60, 3]",10800
O01007,28430.55735419683,"[819, 1, 988, 492, 14, 1, 658]",21600
O01008,28433.7303867305,"[1, 3, 5, 54]",21600
O01009,28447.24735542729,"[1, 1, 268, 6, 1]",10800
O01010,28462.632744953567,"[34, 8, 262, 977, 4, 19]",21600
O01011,28488.873131006785,"[66, 32, 43, 3, 171, 336]",21600
O01012,28520.774010035224,"[16, 806, 2, 296, 3, 280]",10800
O01013,28537.74489290322,"[6, 158, 52, 3, 75, 2, 243, 8, 1]",10800
O01014,28566.571910782328,"[485, 14, 892, 512, 4, 386, 20]",10800
O01015,28625.737075676985,"[763, 1, 308, 98, 2, 2, 958, 103, 908]",43200
O01016,28640.361632613985,"[685, 267, 20, 2, 543, 1, 10, 256, 2]",10800
O01017,28644.555464366666,"[37, 57, 249, 9, 1]",10800
O01018,28647.586350381458,"[1, 20, 4, 187, 2, 7, 5]",43200
O01019,28697.037272092683,"[158, 509, 559, 575, 5]",10800
O01020,28784.79647749412,"[30, 12, 1, 29, 546, 12]",10800
O01021,28827.157136079582,"[576, 5, 754, 237, 21, 1, 1]",21600
O01022,28892.38819841986,"[25, 186, 671, 164, 4, 9, 690]",43200
O01023,28895.13074991812,"[116, 21, 3, 15, 282, 815, 376]",21600
O01024,28944.476831192333,"[4, 1, 155, 4, 65, 115, 31, 4, 18, 2]",21600
O01025,29008.70803153252,"[1, 387, 1, 874, 47, 210, 3]",21600
O01026,29008.79124318725,"[790, 3, 10, 179, 5, 1]",21600
O01027,29009.766426593917,"[30, 6, 62, 1, 284, 15, 2, 1, 598, 105, 2]",21600
O01028,29016.414273843504,"[3, 1, 70, 113, 12, 10, 633, 4]",21600
O01029,29073.699770517585,"[2, 1, 269, 6, 7, 26, 880, 13]",21600
O01030,29080.46278611788,"[4, 1, 18, 675, 953, 1, 182, 1, 4, 360]",10800
O01031,29097.60442565548,"[39, 281, 136, 52, 505, 4, 11]",10800
O01032,29125.727094478127,"[87, 1, 6, 559, 36, 45, 930, 3]",10800
O01033,29220.396671183662,"[32, 4, 1, 423, 6, 1, 1]",21600
O01034,29235.19072232788,"[43, 936, 1, 306]",10800
O01035,29274.426038690533,"[113, 82, 30, 8]",21600
O01036,29305.16262934461,"[512, 3, 3, 6, 477, 1, 85, 4]",43200
O01037,29316.187275171607,"[464, 57, 27, 588, 72, 991, 2, 6]",43200
O01038,29330.726592144503,"[1, 1, 62]",21600
O01039,29337.78321893206,"[44, 607, 254, 16, 543, 1, 604, 84]",21600
O01040,29348.01203228571,"[11, 7, 3, 3, 834, 1, 480, 104, 3]",10800
O01041,29373.42700155536,"[6, 1, 5, 1, 2, 4, 4]",21600
O01042,29404.01737746605,"[17, 6, 212, 8, 1, 88, 1, 1, 968, 1, 904, 758]",43200
O01043,29451.854999409534,"[4, 9, 1]",43200
O01044,29453.99705910782,"[49, 2, 128, 2, 273, 1, 935, 27]",43200
O01045,29470.56311492023,"[98, 7, 138, 87, 2, 12]",10800
O01046,29470.890965223607,"[12, 2, 706, 52, 278, 3, 132, 1, 441]",10800
O01047,29494.88529294859,"[567, 560, 433, 5, 785, 293, 1, 3, 2]",21600
O01048,29512.51809288292,"[1, 1, 32, 1, 1, 1, 610, 13, 879]",10800
O01049,29530.939382327295,"[2, 8, 9, 628, 6, 3, 36, 18]",21600
O01050,29621.29251826163,"[119, 34, 1, 16, 423, 3, 9]",10800
O01051,29630.30074193806,"[2, 518, 1, 6, 552]",21600
O01052,29680.249760164334,"[12, 402, 107, 3, 622, 4, 26, 332]",10800
O01053,29683.257143450304,"[1, 321, 526, 504, 8, 1, 1, 41]",21600
O01054,29684.06728838317,"[3, 805, 2, 1, 48, 700, 2, 2, 36]",43200
O01055,29715.43022346452,"[6, 1, 114, 2, 17, 577, 1]",21600
O01056,29807.00808251678,"[48, 1, 136, 8, 356, 17]",10800
O01057,29808.626399016463,"[1, 7, 1, 329, 14, 923, 739]",10800
O01058,29815.38416935687,"[651, 279, 25, 37, 1, 30, 1]",21600
O01059,29875.02478624309,"[175, 1, 16, 1, 1, 199]",21600
O01060,29877.935650600703,"[678, 3, 3, 1, 748, 750]",10800
O01061,29996.28910226187,"[8, 782, 24, 1, 20, 16, 393]",43200
O01062,30031.33720547603,"[1, 3, 27, 438, 36, 1, 30]",43200
O01063,30053.376650867707,"[272, 27, 48, 126, 58]",43200
O01064,30055.504657469413,"[707, 61, 697, 55, 234, 834, 8, 4, 10]",21600
O01065,30078.88510395935,"[3, 417, 6, 115, 3]",21600
O01066,30081.987373984502,"[12, 47, 1, 3, 2, 459, 705, 906, 257]",21600
O01067,30136.851549933934,"[28, 2, 2, 40, 1, 1]",10800
O01068,30193.62664411487,"[1, 5, 1, 865, 869, 755, 1, 7, 611]",10800
O01069,30198.000796066277,"[103, 57, 1, 73, 3, 1, 579, 11]",21600
O01070,30237.895762235137,"[195, 515, 2, 317, 563, 101, 3]",10800
O01071,30261.27844637413,"[451, 1, 3]",21600
O01072,30273.233405369723,"[38, 5, 4, 935, 2, 2, 1]",43200
O01073,30273.677641490245,"[937, 46, 31, 1, 1]",21600
O01074,30282.863223030407,"[508, 3, 316, 3, 1, 66, 132, 495]",43200
O01075,30320.232803869203,"[538, 27, 45, 105, 48]",21600
O01076,30350.439116615777,"[9, 850, 4, 692, 16, 437, 38, 923]",43200
O01077,30359.60740141237,"[282, 7, 1, 16, 432, 751, 8, 89, 1, 4, 227]",10800
O01078,30373.669430137685,"[1, 753, 3, 90, 207, 1, 704, 664]",10800
O01079,30386.976921897814,"[466, 1, 1, 20, 558, 32]",10800
O01080,30413.169338191554,"[270, 118, 381, 1, 4, 130, 1]",21600
O01081,30428.91635320461,"[1, 1, 845, 1, 348, 847, 767]",10800
