slot_id,x,y,z,sku_id,number,class
872,40,5,2,14,2.0,A
873,41,5,0,14,2.0,A
874,41,5,1,14,2.0,A
875,41,5,2,14,2.0,A
876,42,5,0,14,2.0,A
877,42,5,1,14,2.0,A
878,42,5,2,14,2.0,A
879,43,5,0,14,2.0,A
880,43,5,1,14,2.0,A
881,43,5,2,14,2.0,A
882,44,5,0,14,2.0,A
883,44,5,1,14,2.0,A
884,44,5,2,14,2.0,A
885,45,5,0,14,2.0,A
886,45,5,1,14,2.0,A
887,45,5,2,14,2.0,A
888,46,5,0,14,2.0,A
889,46,5,1,14,2.0,A
890,46,5,2,14,2.0,A
891,47,5,0,14,2.0,A
892,47,5,1,14,2.0,A
893,47,5,2,14,2.0,A
894,48,5,0,14,2.0,A
895,48,5,1,15,1.0,A
896,48,5,2,15,1.0,A
897,49,5,0,15,1.0,A
898,49,5,1,15,1.0,A
899,49,5,2,15,1.0,A
900,0,6,0,15,1.0,A
901,0,6,1,15,1.0,A
902,0,6,2,15,1.0,A
903,1,6,0,15,1.0,A
904,1,6,1,15,1.0,A
905,1,6,2,15,1.0,A
906,2,6,0,15,1.0,A
907,2,6,1,15,1.0,A
908,2,6,2,15,1.0,A
909,3,6,0,15,1.0,A
910,3,6,1,15,1.0,A
911,3,6,2,15,1.0,A
912,4,6,0,15,1.0,A
913,4,6,1,15,1.0,A
914,4,6,2,15,1.0,A
915,5,6,0,15,1.0,A
916,5,6,1,15,1.0,A
917,5,6,2,15,1.0,A
918,6,6,0,15,1.0,A
919,6,6,1,15,1.0,A
920,6,6,2,15,1.0,A
921,7,6,0,15,1.0,A
922,7,6,1,15,1.0,A
923,7,6,2,15,1.0,A
924,8,6,0,15,1.0,A
925,8,6,1,15,1.0,A
926,8,6,2,15,1.0,A
927,9,6,0,15,1.0,A
928,9,6,1,15,1.0,A
929,9,6,2,15,1.0,A
930,10,6,0,15,1.0,A
931,10,6,1,15,1.0,A
932,10,6,2,15,1.0,A
933,11,6,0,15,1.0,A
934,11,6,1,15,1.0,A
935,11,6,2,15,1.0,A
936,12,6,0,15,1.0,A
937,12,6,1,15,1.0,A
938,12,6,2,15,1.0,A
939,13,6,0,15,1.0,A
940,13,6,1,15,1.0,A
941,13,6,2,15,1.0,A
942,14,6,0,15,1.0,A
943,14,6,1,15,1.0,A
944,14,6,2,15,1.0,A
945,15,6,0,15,1.0,A
946,15,6,1,15,1.0,A
947,15,6,2,15,1.0,A
948,16,6,0,15,1.0,A
949,16,6,1,15,1.0,A
950,16,6,2,15,1.0,A
951,17,6,0,15,1.0,A
952,17,6,1,15,1.0,A
953,17,6,2,15,1.0,A
954,18,6,0,15,1.0,A
955,18,6,1,15,1.0,A
956,18,6,2,15,1.0,A
957,19,6,0,15,1.0,A
958,19,6,1,15,1.0,A
959,19,6,2,15,1.0,A
960,20,6,0,15,1.0,A
961,20,6,1,15,1.0,A
962,20,6,2,15,1.0,A
963,21,6,0,15,1.0,A
964,21,6,1,15,1.0,A
965,21,6,2,15,1.0,A
966,22,6,0,15,1.0,A
967,22,6,1,15,1.0,A
968,22,6,2,15,1.0,A
969,23,6,0,15,1.0,A
970,23,6,1,15,1.0,A
971,23,6,2,15,1.0,A
972,24,6,0,15,1.0,A
973,24,6,1,15,1.0,A
974,24,6,2,15,1.0,A
975,25,6,0,15,1.0,A
976,25,6,1,15,1.0,A
977,25,6,2,15,1.0,A
978,26,6,0,15,1.0,A
979,26,6,1,15,1.0,A
980,26,6,2,15,1.0,A
981,27,6,0,15,1.0,A
982,27,6,1,15,1.0,A
983,27,6,2,15,1.0,A
984,28,6,0,15,1.0,A
985,28,6,1,15,1.0,A
986,28,6,2,15,1.0,A
987,29,6,0,15,1.0,A
988,29,6,1,15,1.0,A
989,29,6,2,15,1.0,A
990,30,6,0,15,1.0,A
991,30,6,1,15,1.0,A
992,30,6,2,15,1.0,A
993,31,6,0,15,1.0,A
994,31,6,1,15,1.0,A
995,31,6,2,15,1.0,A
996,32,6,0,15,1.0,A
997,32,6,1,15,1.0,A
998,32,6,2,15,1.0,A
999,33,6,0,15,1.0,A
1000,33,6,1,15,1.0,A
1001,33,6,2,15,1.0,A
1002,34,6,0,15,1.0,A
1003,34,6,1,15,1.0,A
1004,34,6,2,15,1.0,A
1005,35,6,0,15,1.0,A
1006,35,6,1,15,1.0,A
1007,35,6,2,15,1.0,A
1008,36,6,0,15,1.0,A
1009,36,6,1,15,1.0,A
1010,36,6,2,15,1.0,A
1011,37,6,0,15,1.0,A
1012,37,6,1,15,1.0,A
1013,37,6,2,15,1.0,A
1014,38,6,0,15,1.0,A
1015,38,6,1,15,1.0,A
1016,38,6,2,15,1.0,A
1017,39,6,0,15,1.0,A
1018,39,6,1,15,1.0,A
1019,39,6,2,15,1.0,A
1020,40,6,0,15,1.0,A
1021,40,6,1,15,1.0,A
1022,40,6,2,15,1.0,A
1023,41,6,0,15,1.0,A
1024,41,6,1,15,1.0,A
1025,41,6,2,15,1.0,A
1026,42,6,0,15,1.0,A
1027,42,6,1,15,1.0,A
1028,42,6,2,15,1.0,A
1029,43,6,0,15,1.0,A
1030,43,6,1,15,1.0,A
1031,43,6,2,15,1.0,A
1032,44,6,0,15,1.0,A
1033,44,6,1,15,1.0,A
1034,44,6,2,15,1.0,A
1035,45,6,0,15,1.0,A
1036,45,6,1,15,1.0,A
1037,45,6,2,15,1.0,A
1038,46,6,0,15,1.0,A
1039,46,6,1,15,1.0,A
1040,46,6,2,15,1.0,A
1041,47,6,0,15,1.0,A
1042,47,6,1,15,1.0,A
1043,47,6,2,15,1.0,A
1044,48,6,0,15,1.0,A
1045,48,6,1,15,1.0,A
1046,48,6,2,15,1.0,A
1047,49,6,0,15,1.0,A
1048,49,6,1,15,1.0,A
1049,49,6,2,15,1.0,A
1050,0,7,0,15,1.0,A
1051,0,7,1,15,1.0,A
1052,0,7,2,15,1.0,A
1053,1,7,0,15,1.0,A
1054,1,7,1,15,1.0,A
1055,1,7,2,15,1.0,A
1056,2,7,0,15,1.0,A
1057,2,7,1,15,1.0,A
1058,2,7,2,15,1.0,A
1059,3,7,0,15,1.0,A
1060,3,7,1,15,1.0,A
1061,3,7,2,15,1.0,A
1062,4,7,0,15,1.0,A
1063,4,7,1,15,1.0,A
1064,4,7,2,15,1.0,A
1065,5,7,0,15,1.0,A
1066,5,7,1,15,1.0,A
1067,5,7,2,15,1.0,A
1068,6,7,0,15,1.0,A
1069,6,7,1,15,1.0,A
1070,6,7,2,15,1.0,A
1071,7,7,0,15,1.0,A
1072,7,7,1,15,1.0,A
1073,7,7,2,15,1.0,A
1074,8,7,0,15,1.0,A
1075,8,7,1,15,1.0,A
1076,8,7,2,15,1.0,A
1077,9,7,0,15,1.0,A
1078,9,7,1,15,1.0,A
1079,9,7,2,15,1.0,A
1080,10,7,0,15,1.0,A
1081,10,7,1,15,1.0,A
1082,10,7,2,15,1.0,A
1083,11,7,0,15,1.0,A
1084,11,7,1,15,1.0,A
1085,11,7,2,15,1.0,A
1086,12,7,0,15,1.0,A
1087,12,7,1,15,1.0,A
1088,12,7,2,15,1.0,A
1089,13,7,0,15,1.0,A
1090,13,7,1,15,1.0,A
1091,13,7,2,15,1.0,A
1092,14,7,0,15,1.0,A
1093,14,7,1,15,1.0,A
1094,14,7,2,15,1.0,A
1095,15,7,0,15,1.0,A
1096,15,7,1,15,1.0,A
1097,15,7,2,15,1.0,A
1098,16,7,0,15,1.0,A
1099,16,7,1,15,1.0,A
1100,16,7,2,15,1.0,A
1101,17,7,0,15,1.0,A
1102,17,7,1,15,1.0,A
1103,17,7,2,15,1.0,A
1104,18,7,0,15,1.0,A
1105,18,7,1,15,1.0,A
1106,18,7,2,15,1.0,A
1107,19,7,0,15,1.0,A
1108,19,7,1,15,1.0,A
1109,19,7,2,15,1.0,A
1110,20,7,0,15,1.0,A
1111,20,7,1,15,1.0,A
1112,20,7,2,15,1.0,A
1113,21,7,0,15,1.0,A
1114,21,7,1,15,1.0,A
1115,21,7,2,15,1.0,A
1116,22,7,0,15,1.0,A
1117,22,7,1,15,1.0,A
1118,22,7,2,15,1.0,A
1119,23,7,0,15,1.0,A
1120,23,7,1,15,1.0,A
1121,23,7,2,15,1.0,A
1122,24,7,0,15,1.0,A
1123,24,7,1,15,1.0,A
1124,24,7,2,15,1.0,A
1125,25,7,0,15,1.0,A
1126,25,7,1,15,1.0,A
1127,25,7,2,15,1.0,A
1128,26,7,0,15,1.0,A
1129,26,7,1,15,1.0,A
1130,26,7,2,15,1.0,A
1131,27,7,0,15,1.0,A
1132,27,7,1,15,1.0,A
1133,27,7,2,15,1.0,A
1134,28,7,0,15,1.0,A
1135,28,7,1,15,1.0,A
1136,28,7,2,15,1.0,A
1137,29,7,0,15,1.0,A
1138,29,7,1,15,1.0,A
1139,29,7,2,15,1.0,A
1140,30,7,0,15,1.0,A
1141,30,7,1,15,1.0,A
1142,30,7,2,15,1.0,A
1143,31,7,0,15,1.0,A
1144,31,7,1,15,1.0,A
1145,31,7,2,15,1.0,A
1146,32,7,0,15,1.0,A
1147,32,7,1,15,1.0,A
1148,32,7,2,15,1.0,A
1149,33,7,0,15,1.0,A
1150,33,7,1,15,1.0,A
1151,33,7,2,15,1.0,A
1152,34,7,0,15,1.0,A
1153,34,7,1,15,1.0,A
1154,34,7,2,15,1.0,A
1155,35,7,0,15,1.0,A
1156,35,7,1,15,1.0,A
1157,35,7,2,15,1.0,A
1158,36,7,0,15,1.0,A
1159,36,7,1,15,1.0,A
1160,36,7,2,15,1.0,A
1161,37,7,0,15,1.0,A
1162,37,7,1,15,1.0,A
1163,37,7,2,15,1.0,A
1164,38,7,0,15,1.0,A
1165,38,7,1,15,1.0,A
1166,38,7,2,15,1.0,A
1167,39,7,0,15,1.0,A
1168,39,7,1,15,1.0,A
1169,39,7,2,15,1.0,A
1170,40,7,0,15,1.0,A
1171,40,7,1,15,1.0,A
1172,40,7,2,15,1.0,A
1173,41,7,0,15,1.0,A
1174,41,7,1,15,1.0,A
1175,41,7,2,15,1.0,A
1176,42,7,0,15,1.0,A
1177,42,7,1,15,1.0,A
1178,42,7,2,15,1.0,A
1179,43,7,0,15,1.0,A
1180,43,7,1,15,1.0,A
1181,43,7,2,15,1.0,A
1182,44,7,0,15,1.0,A
1183,44,7,1,15,1.0,A
1184,44,7,2,15,1.0,A
1185,45,7,0,15,1.0,A
1186,45,7,1,15,1.0,A
1187,45,7,2,15,1.0,A
1188,46,7,0,15,1.0,A
1189,46,7,1,15,1.0,A
1190,46,7,2,15,1.0,A
1191,47,7,0,15,1.0,A
1192,47,7,1,15,1.0,A
1193,47,7,2,15,1.0,A
1194,48,7,0,15,1.0,A
1195,48,7,1,15,1.0,A
1196,48,7,2,15,1.0,A
1197,49,7,0,15,1.0,A
1198,49,7,1,15,1.0,A
1199,49,7,2,15,1.0,A
1200,0,8,0,15,1.0,A
1201,0,8,1,15,1.0,A
1202,0,8,2,15,1.0,A
1203,1,8,0,15,1.0,A
1204,1,8,1,15,1.0,A
1205,1,8,2,15,1.0,A
1206,2,8,0,15,1.0,A
1207,2,8,1,15,1.0,A
1208,2,8,2,15,1.0,A
1209,3,8,0,15,1.0,A
1210,3,8,1,15,1.0,A
1211,3,8,2,15,1.0,A
1212,4,8,0,15,1.0,A
1213,4,8,1,15,1.0,A
1214,4,8,2,15,1.0,A
1215,5,8,0,15,1.0,A
1216,5,8,1,15,1.0,A
1217,5,8,2,15,1.0,A
1218,6,8,0,15,1.0,A
1219,6,8,1,15,1.0,A
1220,6,8,2,15,1.0,A
1221,7,8,0,15,1.0,A
1222,7,8,1,15,1.0,A
1223,7,8,2,15,1.0,A
1224,8,8,0,15,1.0,A
1225,8,8,1,15,1.0,A
1226,8,8,2,15,1.0,A
1227,9,8,0,15,1.0,A
1228,9,8,1,15,1.0,A
1229,9,8,2,15,1.0,A
1230,10,8,0,15,1.0,A
1231,10,8,1,15,1.0,A
1232,10,8,2,15,1.0,A
1233,11,8,0,15,1.0,A
1234,11,8,1,15,1.0,A
1235,11,8,2,15,1.0,A
1236,12,8,0,15,1.0,A
1237,12,8,1,15,1.0,A
1238,12,8,2,15,1.0,A
1239,13,8,0,15,1.0,A
1240,13,8,1,15,1.0,A
1241,13,8,2,15,1.0,A
1242,14,8,0,15,1.0,A
1243,14,8,1,15,1.0,A
1244,14,8,2,15,1.0,A
1245,15,8,0,15,1.0,A
1246,15,8,1,15,1.0,A
1247,15,8,2,15,1.0,A
1248,16,8,0,15,1.0,A
1249,16,8,1,15,1.0,A
1250,16,8,2,15,1.0,A
1251,17,8,0,15,1.0,A
1252,17,8,1,15,1.0,A
1253,17,8,2,15,1.0,A
1254,18,8,0,15,1.0,A
1255,18,8,1,15,1.0,A
1256,18,8,2,15,1.0,A
1257,19,8,0,15,1.0,A
1258,19,8,1,15,1.0,A
1259,19,8,2,15,1.0,A
1260,20,8,0,15,1.0,A
1261,20,8,1,15,1.0,A
1262,20,8,2,15,1.0,A
1263,21,8,0,15,1.0,A
1264,21,8,1,15,1.0,A
1265,21,8,2,15,1.0,A
1266,22,8,0,15,1.0,A
1267,22,8,1,15,1.0,A
1268,22,8,2,15,1.0,A
1269,23,8,0,15,1.0,A
1270,23,8,1,15,1.0,A
1271,23,8,2,15,1.0,A
1272,24,8,0,15,1.0,A
1273,24,8,1,15,1.0,A
1274,24,8,2,15,1.0,A
1275,25,8,0,15,1.0,A
1276,25,8,1,15,1.0,A
1277,25,8,2,15,1.0,A
1278,26,8,0,15,1.0,A
1279,26,8,1,15,1.0,A
1280,26,8,2,15,1.0,A
1281,27,8,0,15,1.0,A
1282,27,8,1,15,1.0,A
1283,27,8,2,15,1.0,A
1284,28,8,0,15,1.0,A
1285,28,8,1,15,1.0,A
1286,28,8,2,15,1.0,A
1287,29,8,0,15,1.0,A
1288,29,8,1,15,1.0,A
1289,29,8,2,15,1.0,A
1290,30,8,0,15,1.0,A
1291,30,8,1,15,1.0,A
1292,30,8,2,15,1.0,A
1293,31,8,0,15,1.0,A
1294,31,8,1,15,1.0,A
1295,31,8,2,15,1.0,A
1296,32,8,0,15,1.0,A
1297,32,8,1,15,1.0,A
1298,32,8,2,15,1.0,A
1299,33,8,0,15,1.0,A
1300,33,8,1,15,1.0,A
1301,33,8,2,15,1.0,A
1302,34,8,0,15,1.0,A
1303,34,8,1,15,1.0,A
1304,34,8,2,15,1.0,A
1305,35,8,0,15,1.0,A
1306,35,8,1,15,1.0,A
1307,35,8,2,15,1.0,A
1308,36,8,0,15,1.0,A
1309,36,8,1,15,1.0,A
1310,36,8,2,15,1.0,A
1311,37,8,0,15,1.0,A
1312,37,8,1,15,1.0,A
1313,37,8,2,15,1.0,A
1314,38,8,0,15,1.0,A
1315,38,8,1,15,1.0,A
1316,38,8,2,15,1.0,A
1317,39,8,0,15,1.0,A
1318,39,8,1,15,1.0,A
1319,39,8,2,15,1.0,A
1320,40,8,0,15,1.0,A
1321,40,8,1,15,1.0,A
1322,40,8,2,15,1.0,A
1323,41,8,0,15,1.0,A
1324,41,8,1,15,1.0,A
1325,41,8,2,15,1.0,A
1326,42,8,0,15,1.0,A
1327,42,8,1,15,1.0,A
1328,42,8,2,15,1.0,A
1329,43,8,0,15,1.0,A
1330,43,8,1,15,1.0,A
1331,43,8,2,15,1.0,A
1332,44,8,0,15,1.0,A
1333,44,8,1,15,1.0,A
1334,44,8,2,15,1.0,A
1335,45,8,0,15,1.0,A
1336,45,8,1,15,1.0,A
1337,45,8,2,15,1.0,A
1338,46,8,0,15,1.0,A
1339,46,8,1,15,1.0,A
1340,46,8,2,15,1.0,A
1341,47,8,0,15,1.0,A
1342,47,8,1,15,1.0,A
1343,47,8,2,15,1.0,A
1344,48,8,0,15,1.0,A
1345,48,8,1,15,1.0,A
1346,48,8,2,15,1.0,A
1347,49,8,0,15,1.0,A
1348,49,8,1,15,1.0,A
1349,49,8,2,15,1.0,A
1350,0,9,0,15,1.0,A
1351,0,9,1,15,1.0,A
1352,0,9,2,15,1.0,A
1353,1,9,0,15,1.0,A
1354,1,9,1,15,1.0,A
1355,1,9,2,15,1.0,A
1356,2,9,0,15,1.0,A
1357,2,9,1,15,1.0,A
1358,2,9,2,15,1.0,A
1359,3,9,0,15,1.0,A
1360,3,9,1,15,1.0,A
1361,3,9,2,15,1.0,A
1362,4,9,0,15,1.0,A
1363,4,9,1,15,1.0,A
1364,4,9,2,15,1.0,A
1365,5,9,0,15,1.0,A
1366,5,9,1,15,1.0,A
1367,5,9,2,15,1.0,A
1368,6,9,0,15,1.0,A
1369,6,9,1,15,1.0,A
1370,6,9,2,15,1.0,A
1371,7,9,0,15,1.0,A
1372,7,9,1,15,1.0,A
1373,7,9,2,16,312.0,A
1374,8,9,0,17,56.0,A
1375,8,9,1,17,56.0,A
1376,8,9,2,17,56.0,A
1377,9,9,0,17,56.0,A
1378,9,9,1,18,2760.0,A
1379,9,9,2,19,2.0,A
1380,10,9,0,19,2.0,A
1381,10,9,1,19,2.0,A
1382,10,9,2,19,2.0,A
1383,11,9,0,19,2.0,A
1384,11,9,1,19,2.0,A
1385,11,9,2,19,2.0,A
1386,12,9,0,19,2.0,A
1387,12,9,1,19,2.0,A
1388,12,9,2,19,2.0,A
1389,13,9,0,19,2.0,A
1390,13,9,1,19,2.0,A
1391,13,9,2,19,2.0,A
1392,14,9,0,19,2.0,A
1393,14,9,1,19,2.0,A
1394,14,9,2,19,2.0,A
1395,15,9,0,19,2.0,A
1396,15,9,1,19,2.0,A
1397,15,9,2,19,2.0,A
1398,16,9,0,19,2.0,A
1399,16,9,1,19,2.0,A
1400,16,9,2,19,2.0,A
1401,17,9,0,19,2.0,A
1402,17,9,1,19,2.0,A
1403,17,9,2,19,2.0,A
1404,18,9,0,19,2.0,A
1405,18,9,1,19,2.0,A
1406,18,9,2,19,2.0,A
1407,19,9,0,19,2.0,A
1408,19,9,1,19,2.0,A
1409,19,9,2,19,2.0,A
1410,20,9,0,19,2.0,A
1411,20,9,1,19,2.0,A
1412,20,9,2,19,2.0,A
1413,21,9,0,19,2.0,A
1414,21,9,1,19,2.0,A
1415,21,9,2,19,2.0,A
1416,22,9,0,19,2.0,A
1417,22,9,1,19,2.0,A
1418,22,9,2,19,2.0,A
1419,23,9,0,19,2.0,A
1420,23,9,1,19,2.0,A
1421,23,9,2,19,2.0,A
1422,24,9,0,19,2.0,A
1423,24,9,1,19,2.0,A
1424,24,9,2,19,2.0,A
1425,25,9,0,19,2.0,A
1426,25,9,1,19,2.0,A
1427,25,9,2,19,2.0,A
1428,26,9,0,19,2.0,A
1429,26,9,1,19,2.0,A
1430,26,9,2,19,2.0,A
1431,27,9,0,19,2.0,A
1432,27,9,1,19,2.0,A
1433,27,9,2,19,2.0,A
1434,28,9,0,19,2.0,A
1435,28,9,1,19,2.0,A
1436,28,9,2,19,2.0,A
1437,29,9,0,19,2.0,A
1438,29,9,1,19,2.0,A
1439,29,9,2,19,2.0,A
1440,30,9,0,19,2.0,A
1441,30,9,1,19,2.0,A
1442,30,9,2,20,6.0,A
1443,31,9,0,20,8.0,A
1444,31,9,1,20,8.0,A
1445,31,9,2,20,6.0,A
1446,32,9,0,20,8.0,A
1447,32,9,1,20,8.0,A
1448,32,9,2,20,6.0,A
1449,33,9,0,20,8.0,A
1450,33,9,1,20,8.0,A
1451,33,9,2,20,6.0,A
1452,34,9,0,20,8.0,A
1453,34,9,1,20,8.0,A
1454,34,9,2,20,6.0,A
1455,35,9,0,20,8.0,A
1456,35,9,1,20,8.0,A
1457,35,9,2,20,6.0,A
1458,36,9,0,20,8.0,A
1459,36,9,1,20,8.0,A
1460,36,9,2,20,6.0,A
1461,37,9,0,20,8.0,A
1462,37,9,1,20,8.0,A
1463,37,9,2,20,6.0,A
1464,38,9,0,20,8.0,A
1465,38,9,1,20,8.0,A
1466,38,9,2,20,6.0,A
1467,39,9,0,20,8.0,A
1468,39,9,1,20,8.0,A
1469,39,9,2,20,6.0,A
1470,40,9,0,20,8.0,A
1471,40,9,1,20,8.0,A
1472,40,9,2,20,6.0,A
1473,41,9,0,20,8.0,A
1474,41,9,1,20,8.0,A
1475,41,9,2,20,6.0,A
1476,42,9,0,20,8.0,A
1477,42,9,1,20,8.0,A
1478,42,9,2,20,6.0,A
1479,43,9,0,20,8.0,A
1480,43,9,1,20,8.0,A
1481,43,9,2,20,6.0,A
1482,44,9,0,20,8.0,A
1483,44,9,1,20,8.0,A
1484,44,9,2,20,6.0,A
1485,45,9,0,20,8.0,A
1486,45,9,1,20,8.0,A
1487,45,9,2,20,6.0,A
1488,46,9,0,20,8.0,A
1489,46,9,1,20,8.0,A
1490,46,9,2,20,6.0,A
1491,47,9,0,20,8.0,A
1492,47,9,1,20,8.0,A
1493,47,9,2,20,6.0,A
1494,48,9,0,20,8.0,A
1495,48,9,1,20,8.0,A
1496,48,9,2,20,6.0,A
1497,49,9,0,20,8.0,A
1498,49,9,1,20,8.0,A
1499,49,9,2,20,6.0,A
1500,0,10,0,20,8.0,A
1501,0,10,1,20,8.0,A
1502,0,10,2,20,6.0,A
1503,1,10,0,20,8.0,A
1504,1,10,1,20,8.0,A
1505,1,10,2,21,40.0,A
1506,2,10,0,21,40.0,A
1507,2,10,1,21,40.0,A
1508,2,10,2,21,40.0,A
1509,3,10,0,21,40.0,A
1510,3,10,1,21,40.0,A
1511,3,10,2,21,40.0,A
1512,4,10,0,21,40.0,A
1513,4,10,1,21,40.0,A
1514,4,10,2,21,40.0,A
1515,5,10,0,22,18.0,A
1516,5,10,1,22,17.0,A
1517,5,10,2,22,11.0,A
1518,6,10,0,22,18.0,A
1519,6,10,1,22,17.0,A
1520,6,10,2,22,11.0,A
1521,7,10,0,22,18.0,A
1522,7,10,1,22,17.0,A
1523,7,10,2,22,11.0,A
1524,8,10,0,22,18.0,A
1525,8,10,1,22,17.0,A
1526,8,10,2,23,429.0,A
1527,9,10,0,24,396.0,A
1528,9,10,1,25,336.0,A
1529,9,10,2,25,336.0,A
1530,10,10,0,26,4.0,A
1531,10,10,1,26,4.0,A
1532,10,10,2,26,4.0,A
1533,11,10,0,26,4.0,A
1534,11,10,1,26,4.0,A
1535,11,10,2,26,4.0,A
1536,12,10,0,26,4.0,A
1537,12,10,1,26,4.0,A
1538,12,10,2,26,4.0,A
1539,13,10,0,26,4.0,A
1540,13,10,1,26,4.0,A
1541,13,10,2,26,4.0,A
1542,14,10,0,26,4.0,A
1543,14,10,1,26,4.0,A
1544,14,10,2,26,4.0,A
1545,15,10,0,26,4.0,A
1546,15,10,1,26,4.0,A
1547,15,10,2,26,4.0,A
1548,16,10,0,26,4.0,A
1549,16,10,1,26,4.0,A
1550,16,10,2,26,4.0,A
1551,17,10,0,26,4.0,A
1552,17,10,1,26,4.0,A
1553,17,10,2,26,4.0,A
1554,18,10,0,26,4.0,A
1555,18,10,1,26,4.0,A
1556,18,10,2,26,4.0,A
1557,19,10,0,26,4.0,A
1558,19,10,1,26,4.0,A
1559,19,10,2,26,4.0,A
1560,20,10,0,26,4.0,A
1561,20,10,1,26,4.0,A
1562,20,10,2,26,4.0,A
1563,21,10,0,26,4.0,A
1564,21,10,1,26,4.0,A
1565,21,10,2,26,4.0,A
1566,22,10,0,27,900.0,A
1567,22,10,1,28,220.0,A
1568,22,10,2,28,220.0,A
1569,23,10,0,29,90.0,A
1570,23,10,1,29,90.0,A
1571,23,10,2,29,74.0,A
1572,24,10,0,29,90.0,A
1573,24,10,1,29,90.0,A
1574,24,10,2,30,60.0,A
1575,25,10,0,30,60.0,A
1576,25,10,1,30,60.0,A
1577,25,10,2,30,60.0,A
1578,26,10,0,31,174.0,A
1579,26,10,1,31,131.0,A
1580,26,10,2,31,87.0,A
1581,27,10,0,32,72.0,A
1582,27,10,1,32,72.0,A
1583,27,10,2,32,72.0,A
1584,28,10,0,32,72.0,A
1585,28,10,1,32,72.0,A
1586,28,10,2,33,4.0,A
1587,29,10,0,33,4.0,A
1588,29,10,1,33,4.0,A
1589,29,10,2,33,4.0,A
1590,30,10,0,33,4.0,A
1591,30,10,1,33,4.0,A
1592,30,10,2,33,4.0,A
1593,31,10,0,33,4.0,A
1594,31,10,1,33,4.0,A
1595,31,10,2,33,4.0,A
1596,32,10,0,33,4.0,A
1597,32,10,1,33,4.0,A
1598,32,10,2,33,4.0,A
1599,33,10,0,33,4.0,A
1600,33,10,1,33,4.0,A
1601,33,10,2,33,4.0,A
1602,34,10,0,33,4.0,A
1603,34,10,1,33,4.0,A
1604,34,10,2,33,4.0,A
1605,35,10,0,33,4.0,A
1606,35,10,1,33,4.0,A
1607,35,10,2,33,4.0,A
1608,36,10,0,33,4.0,A
1609,36,10,1,33,4.0,A
1610,36,10,2,33,4.0,A
1611,37,10,0,33,4.0,A
1612,37,10,1,33,4.0,A
1613,37,10,2,33,4.0,A
1614,38,10,0,33,4.0,A
1615,38,10,1,33,4.0,A
1616,38,10,2,33,4.0,A
1617,39,10,0,33,4.0,A
1618,39,10,1,33,4.0,A
1619,39,10,2,33,4.0,A
1620,40,10,0,33,4.0,A
1621,40,10,1,33,4.0,A
1622,40,10,2,33,4.0,A
1623,41,10,0,33,4.0,A
1624,41,10,1,33,4.0,A
1625,41,10,2,33,4.0,A
1626,42,10,0,33,4.0,A
1627,42,10,1,33,4.0,A
1628,42,10,2,33,4.0,A
1629,43,10,0,33,4.0,A
1630,43,10,1,33,4.0,A
1631,43,10,2,33,4.0,A
1632,44,10,0,33,4.0,A
1633,44,10,1,33,4.0,A
1634,44,10,2,33,4.0,A
1635,45,10,0,33,4.0,A
1636,45,10,1,33,4.0,A
1637,45,10,2,33,4.0,A
1638,46,10,0,33,4.0,A
1639,46,10,1,33,4.0,A
1640,46,10,2,34,90.0,A
1641,47,10,0,34,90.0,A
1642,47,10,1,34,90.0,A
1643,47,10,2,34,90.0,A
1644,48,10,0,34,90.0,A
1645,48,10,1,35,12.0,A
1646,48,10,2,35,12.0,A
1647,49,10,0,35,12.0,A
1648,49,10,1,35,12.0,A
1649,49,10,2,35,12.0,A
1650,0,11,0,35,12.0,A
1651,0,11,1,35,12.0,A
1652,0,11,2,35,12.0,A
1653,1,11,0,35,12.0,A
1654,1,11,1,35,12.0,A
1655,1,11,2,35,12.0,A
1656,2,11,0,35,12.0,A
1657,2,11,1,35,12.0,A
1658,2,11,2,35,12.0,A
1659,3,11,0,35,12.0,A
1660,3,11,1,35,12.0,A
1661,3,11,2,35,12.0,A
1662,4,11,0,35,12.0,A
1663,4,11,1,35,12.0,A
1664,4,11,2,35,12.0,A
1665,5,11,0,35,12.0,A
1666,5,11,1,35,12.0,A
1667,5,11,2,35,12.0,A
1668,6,11,0,35,12.0,A
1669,6,11,1,35,12.0,A
1670,6,11,2,35,12.0,A
1671,7,11,0,35,12.0,A
1672,7,11,1,35,12.0,A
1673,7,11,2,35,12.0,A
1674,8,11,0,35,12.0,A
1675,8,11,1,35,12.0,A
1676,8,11,2,35,12.0,A
1677,9,11,0,35,12.0,A
1678,9,11,1,35,12.0,A
1679,9,11,2,35,12.0,A
1680,10,11,0,36,24.0,A
1681,10,11,1,36,24.0,A
1682,10,11,2,36,24.0,A
1683,11,11,0,36,24.0,A
1684,11,11,1,36,24.0,A
1685,11,11,2,36,24.0,A
1686,12,11,0,36,24.0,A
1687,12,11,1,36,24.0,A
1688,12,11,2,36,24.0,A
1689,13,11,0,36,24.0,A
1690,13,11,1,36,24.0,A
1691,13,11,2,36,24.0,A
1692,14,11,0,36,24.0,A
1693,14,11,1,36,24.0,A
1694,14,11,2,36,24.0,A
1695,15,11,0,37,24.0,A
1696,15,11,1,37,24.0,A
1697,15,11,2,37,24.0,A
1698,16,11,0,37,24.0,A
1699,16,11,1,37,24.0,A
1700,16,11,2,37,24.0,A
